Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,New_price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Age,Cost_Efficiency
3332,Mahindra Quanto C6,Mumbai,2013,35000,First,17.21,1493.0,100.0,7.0,4.78 Lakh,3.49,4.78,False,False,True,12,0.20278907611853575
3333,Hyundai i10 Asta 1.2 AT with Sunroof,Hyderabad,2011,54348,First,19.2,1197.0,80.0,5.0,4.78 Lakh,4.0,4.78,False,True,False,14,0.20833333333333334
3334,Toyota Etios Liva 1.4 GD,Delhi,2013,84000,First,23.59,1364.0,67.04,5.0,7.83 Lakh,3.85,7.83,False,False,True,12,0.1632047477744807
3335,Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2010,63298,First,14.53,1794.0,138.1,5.0,4.78 Lakh,3.95,4.78,False,True,False,15,0.27185134205092915
3336,Hyundai i10 Magna 1.2,Jaipur,2013,75049,Second,20.36,1197.0,78.9,5.0,4.78 Lakh,3.0,4.78,False,True,True,12,0.14734774066797643
3337,Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,24237,First,18.16,1196.0,86.8,5.0,4.78 Lakh,6.7,4.78,False,True,True,7,0.368942731277533
3338,Maruti Ritz ZXi,Coimbatore,2016,22767,First,18.5,1197.0,85.8,5.0,4.78 Lakh,6.14,4.78,False,True,True,9,0.3318918918918919
3339,Hyundai i20 Sportz AT 1.4,Bangalore,2012,58000,Second,15.0,1396.0,98.6,5.0,4.78 Lakh,4.4,4.78,False,True,False,13,0.29333333333333333
3340,Maruti Swift Dzire LDI,Pune,2017,57000,First,26.59,1248.0,74.0,5.0,4.78 Lakh,4.25,4.78,False,False,True,8,0.15983452425723957
3341,BMW 7 Series 2007-2012 750Li,Kochi,2010,50161,First,8.77,4395.0,402.0,5.0,4.78 Lakh,25.93,4.78,False,True,False,15,2.9566704675028506
3342,Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45000,First,22.7,1598.0,118.0,5.0,4.78 Lakh,7.0,4.78,False,False,True,9,0.30837004405286345
3343,Toyota Fortuner 4x4 AT,Coimbatore,2017,68319,First,12.55,2982.0,168.5,7.0,4.78 Lakh,25.12,4.78,False,False,False,8,2.001593625498008
3344,Hyundai EON 1.0 Magna Plus Option O,Kochi,2017,30711,First,20.3,998.0,68.05,5.0,4.78 Lakh,4.45,4.78,False,True,True,8,0.21921182266009853
3345,Hyundai i20 1.4 CRDi Magna,Kolkata,2011,38277,First,21.9,1396.0,90.0,5.0,4.78 Lakh,2.4,4.78,False,False,True,14,0.10958904109589042
3346,Volkswagen Vento Diesel Highline,Pune,2012,115000,Second,20.54,1598.0,103.6,5.0,4.78 Lakh,4.33,4.78,False,False,True,13,0.21080817916260955
3347,Maruti Swift Dzire VXi AT,Coimbatore,2017,46849,First,18.5,1197.0,83.14,5.0,4.78 Lakh,6.93,4.78,False,True,False,8,0.3745945945945946
3348,Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,64000,First,21.9,1396.0,90.0,5.0,4.78 Lakh,4.25,4.78,False,False,True,11,0.1940639269406393
3349,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2010,130923,First,14.21,2143.0,203.0,5.0,4.78 Lakh,12.5,4.78,False,False,False,15,0.8796622097114707
3350,Hyundai Grand i10 Sportz,Chennai,2015,15000,First,18.9,1197.0,82.0,5.0,4.78 Lakh,4.9,4.78,False,True,True,10,0.2592592592592593
3351,Hyundai i20 1.4 CRDi Sportz,Mumbai,2014,32720,First,23.0,1396.0,90.0,5.0,4.78 Lakh,4.5,4.78,False,False,True,11,0.1956521739130435
3352,Renault KWID RXT,Jaipur,2016,12500,First,25.17,799.0,53.3,5.0,4.78 Lakh,3.0,4.78,False,True,True,9,0.11918951132300357
3353,Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,2015,59800,First,16.9,1197.0,82.0,5.0,4.78 Lakh,5.8,4.78,False,True,False,10,0.3431952662721894
3354,Volkswagen Vento Petrol Highline,Pune,2011,54211,First,15.04,1598.0,103.6,5.0,4.78 Lakh,3.33,4.78,False,True,True,14,0.22140957446808512
3355,Chevrolet Cruze LTZ AT,Kochi,2015,62242,First,14.39,1998.0,163.7,5.0,4.78 Lakh,6.62,4.78,False,False,False,10,0.4600416956219597
3356,Nissan Terrano XL 110 PS,Mumbai,2015,54000,Second,19.01,1461.0,108.5,5.0,4.78 Lakh,5.75,4.78,False,False,True,10,0.30247238295633877
3357,Hyundai Verna 1.6 SX,Hyderabad,2012,65000,First,22.32,1582.0,126.32,5.0,4.78 Lakh,6.2,4.78,False,False,True,13,0.2777777777777778
3358,Maruti Celerio VXI AMT,Chennai,2015,55000,First,23.1,998.0,67.04,5.0,6 Lakh,3.5,6.0,False,True,False,10,0.15151515151515152
3359,Maruti Wagon R LXI,Pune,2010,71000,First,18.9,998.0,67.1,5.0,4.78 Lakh,2.0,4.78,False,True,True,15,0.10582010582010583
3360,Hyundai i20 Magna Optional 1.4 CRDi,Chennai,2012,70000,First,21.9,1396.0,88.8,5.0,4.78 Lakh,4.0,4.78,False,False,True,13,0.18264840182648404
3361,Audi A4 1.8 TFSI,Mumbai,2011,53000,First,12.3,1781.0,163.2,5.0,4.78 Lakh,9.5,4.78,False,True,False,14,0.7723577235772358
3362,BMW X1 sDrive20d,Mumbai,2013,43000,First,17.05,1995.0,184.0,5.0,4.78 Lakh,17.5,4.78,False,False,False,12,1.0263929618768328
3363,Skoda Rapid 1.6 MPI AT Elegance Plus,Mumbai,2015,54000,First,14.3,1598.0,103.52,5.0,4.78 Lakh,6.11,4.78,False,True,False,10,0.42727272727272725
3364,Hyundai i10 Magna,Ahmedabad,2014,51000,First,20.36,1197.0,78.9,5.0,4.78 Lakh,3.75,4.78,False,True,True,11,0.18418467583497053
3365,Mitsubishi Pajero 2.8 GLX CRZ,Hyderabad,2007,78000,Second,10.5,2835.0,107.2,6.0,4.78 Lakh,6.2,4.78,False,False,True,18,0.5904761904761905
3366,Honda City i DTEC SV,Mumbai,2014,25000,First,26.0,1498.0,98.6,5.0,4.78 Lakh,6.15,4.78,False,False,True,11,0.23653846153846156
3367,Maruti Alto K10 2010-2014 VXI,Pune,2012,12600,First,20.92,998.0,67.1,5.0,4.78 Lakh,2.4,4.78,False,True,True,13,0.11472275334608029
3368,Maruti Swift Ldi BSIII,Pune,2009,80000,Fourth & Above,17.8,1248.0,75.0,5.0,4.78 Lakh,2.15,4.78,False,False,True,16,0.12078651685393257
3369,Hyundai Grand i10 Magna,Kolkata,2016,21000,First,18.9,1197.0,82.0,5.0,4.78 Lakh,3.75,4.78,False,True,True,9,0.19841269841269843
3370,Ford Figo Petrol ZXI,Mumbai,2011,32000,Second,15.6,1196.0,70.0,5.0,4.78 Lakh,2.15,4.78,False,True,True,14,0.13782051282051283
3371,Hyundai Grand i10 SportZ Edition,Bangalore,2015,50000,First,18.9,1197.0,81.86,5.0,4.78 Lakh,4.75,4.78,False,True,True,10,0.25132275132275134
3372,Maruti SX4 Vxi BSIV,Mumbai,2010,47500,First,15.5,1586.0,103.3,5.0,4.78 Lakh,2.45,4.78,False,True,True,15,0.15806451612903227
3373,Honda City i-VTEC VX,Mumbai,2017,7500,First,17.4,1497.0,117.3,5.0,13.76 Lakh,11.15,13.76,False,True,True,8,0.6408045977011495
3374,Renault Duster 110PS Diesel RxZ AMT,Jaipur,2016,68163,First,19.6,1461.0,108.45,5.0,14.11 Lakh,8.9,14.11,False,False,False,9,0.45408163265306123
3375,Honda Amaze S i-Dtech,Ahmedabad,2014,61000,First,25.8,1498.0,98.6,5.0,4.78 Lakh,4.35,4.78,False,False,True,11,0.1686046511627907
3376,Toyota Innova 2.5 Z Diesel 7 Seater,Jaipur,2015,100000,Second,12.99,2494.0,100.6,7.0,4.78 Lakh,12.0,4.78,False,False,True,10,0.9237875288683602
3377,BMW 3 Series 320d Highline,Mumbai,2009,61500,Second,16.07,1995.0,181.0,5.0,4.78 Lakh,8.5,4.78,False,False,False,16,0.5289359054138145
3378,Hyundai i10 Magna 1.1 iTech SE,Kochi,2017,42883,First,19.81,1086.0,68.05,5.0,4.78 Lakh,4.27,4.78,False,True,True,8,0.21554770318021202
3379,Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,2012,97000,Second,20.45,1461.0,83.8,5.0,4.78 Lakh,4.25,4.78,False,False,True,13,0.2078239608801956
3380,Mitsubishi Outlander 2.4,Bangalore,2010,39525,First,11.3,2360.0,170.0,5.0,4.78 Lakh,9.25,4.78,False,True,False,15,0.8185840707964601
3381,Maruti Vitara Brezza LDi,Kochi,2017,35384,First,24.3,1248.0,88.5,5.0,9.12 Lakh,8.61,9.12,False,False,True,8,0.35432098765432096
3382,Mercedes-Benz R-Class R350 CDI 4MATIC,Hyderabad,2010,46000,First,11.8,2987.0,261.0,7.0,4.78 Lakh,28.0,4.78,False,False,False,15,2.3728813559322033
3383,Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,32189,First,23.0,1498.0,98.96,5.0,11.2 Lakh,9.25,11.2,False,False,True,7,0.40217391304347827
3384,Hyundai Verna 1.6 CRDI AT SX Option,Chennai,2016,27000,First,19.08,1582.0,126.2,5.0,4.78 Lakh,8.6,4.78,False,False,False,9,0.4507337526205451
3385,Volkswagen Polo 1.2 MPI Highline,Coimbatore,2018,22734,First,16.47,1198.0,74.0,5.0,4.78 Lakh,7.53,4.78,False,True,True,7,0.45719489981785066
3386,Renault Duster 110PS Diesel RxL,Mumbai,2014,58002,First,19.64,1461.0,108.45,5.0,4.78 Lakh,5.75,4.78,False,False,True,11,0.29276985743380857
3387,Honda Brio S Option AT,Chennai,2012,31500,First,16.5,1198.0,86.8,5.0,4.78 Lakh,4.15,4.78,False,True,False,13,0.2515151515151515
3388,Ford Figo 2015-2019 1.2P Titanium MT,Coimbatore,2017,30933,First,18.16,1196.0,86.8,5.0,4.78 Lakh,5.84,4.78,False,True,True,8,0.32158590308370044
3389,Audi A6 2.0 TDI Design Edition,Kolkata,2012,27090,First,18.53,1968.0,187.74,5.0,4.78 Lakh,16.5,4.78,False,False,False,13,0.8904479222881813
3390,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2015,29500,First,15.97,2993.0,258.0,7.0,4.78 Lakh,43.0,4.78,False,False,False,10,2.6925485284909203
3391,Hyundai i10 Sportz Option,Pune,2013,45000,First,20.36,1197.0,78.9,5.0,4.78 Lakh,3.55,4.78,False,True,True,12,0.1743614931237721
3392,Hyundai i20 1.2 Asta Option,Hyderabad,2018,11691,First,18.6,1197.0,81.83,5.0,4.78 Lakh,8.9,4.78,False,True,True,7,0.47849462365591394
3393,Skoda Octavia L and K 1.9 TDI MT,Hyderabad,2006,121000,Second,16.4,1896.0,90.0,5.0,4.78 Lakh,2.5,4.78,False,False,True,19,0.15243902439024393
3394,Hyundai Verna Transform SX VGT CRDi,Hyderabad,2010,118077,First,16.2,1493.0,110.0,5.0,4.78 Lakh,3.85,4.78,False,False,True,15,0.23765432098765435
3395,Hyundai Verna 1.6 SX VTVT (O) AT,Chennai,2012,36300,Third,17.1,1591.0,121.4,5.0,4.78 Lakh,7.5,4.78,False,True,False,13,0.43859649122807015
3396,Hyundai Getz GVS,Mumbai,2005,90000,Second,15.3,1341.0,61.0,5.0,4.78 Lakh,1.8,4.78,False,True,True,20,0.11764705882352941
3397,Ford Figo Diesel EXI,Chennai,2010,78000,First,20.0,1399.0,68.0,5.0,4.78 Lakh,2.25,4.78,False,False,True,15,0.1125
3398,Audi A6 2011-2015 35 TDI Technology,Mumbai,2015,42000,First,17.68,1968.0,174.33,5.0,4.78 Lakh,24.25,4.78,False,False,False,10,1.371606334841629
3399,Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,27000,First,16.47,1198.0,74.0,5.0,4.78 Lakh,4.35,4.78,False,True,True,10,0.2641165755919854
3400,BMW X1 sDrive20d,Kolkata,2012,22000,First,17.05,1995.0,184.0,5.0,4.78 Lakh,11.5,4.78,False,False,False,13,0.6744868035190615
3401,Honda City i VTEC SV,Kolkata,2014,49000,First,17.4,1497.0,117.3,5.0,4.78 Lakh,4.75,4.78,False,True,True,11,0.27298850574712646
3402,Hyundai i20 Sportz Option Diesel,Hyderabad,2012,42600,First,23.0,1396.0,90.0,5.0,4.78 Lakh,4.99,4.78,False,False,True,13,0.21695652173913044
3403,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,12794,First,19.0,1199.0,88.7,5.0,4.78 Lakh,9.15,4.78,False,True,False,7,0.48157894736842105
3404,Maruti Swift 1.3 VXi,Jaipur,2006,125000,Fourth & Above,16.1,1197.0,74.0,5.0,4.78 Lakh,2.35,4.78,False,True,True,19,0.14596273291925466
3405,Honda CR-V 2.4 AT,Hyderabad,2014,88046,First,10.1,2354.0,152.0,5.0,4.78 Lakh,13.99,4.78,False,True,False,11,1.3851485148514853
3406,Mercedes-Benz A Class A180 CDI,Bangalore,2014,8000,Second,20.0,2143.0,107.3,5.0,4.78 Lakh,19.75,4.78,False,False,False,11,0.9875
3407,Mahindra XUV500 AT W10 AWD,Coimbatore,2018,82739,First,16.0,2179.0,140.0,7.0,4.78 Lakh,16.77,4.78,False,False,False,7,1.048125
3408,Mahindra Bolero SLX 2WD,Bangalore,2006,193000,Third,13.6,2523.0,63.0,7.0,4.78 Lakh,2.5,4.78,False,False,True,19,0.18382352941176472
3409,Renault Scala RxL AT,Mumbai,2013,7000,First,17.97,1498.0,99.6,5.0,4.78 Lakh,3.65,4.78,False,True,False,12,0.20311630495269895
3410,Land Rover Freelander 2 HSE SD4,Ahmedabad,2012,60000,Second,12.35,2179.0,187.74,5.0,4.78 Lakh,23.5,4.78,False,False,False,13,1.902834008097166
3411,Maruti Alto 800 VXI,Pune,2017,38000,First,22.74,796.0,47.3,5.0,4.78 Lakh,3.11,4.78,False,True,True,8,0.13676341248900617
3412,Toyota Etios G,Kochi,2013,56344,First,17.6,1496.0,88.73,5.0,4.78 Lakh,4.57,4.78,False,True,True,12,0.2596590909090909
3413,Hyundai i20 Sportz Option,Mumbai,2014,17858,First,17.0,1197.0,80.0,5.0,4.78 Lakh,5.32,4.78,False,True,True,11,0.3129411764705883
3414,Hyundai i10 Sportz,Hyderabad,2012,53000,First,20.36,1197.0,78.9,5.0,4.78 Lakh,3.2,4.78,False,True,True,13,0.15717092337917488
3415,Maruti Swift VDI BSIV,Kochi,2016,67906,First,25.2,1248.0,74.0,5.0,4.78 Lakh,5.63,4.78,False,False,True,9,0.22341269841269842
3416,Hyundai EON Magna Plus,Hyderabad,2015,19000,First,21.1,814.0,55.2,5.0,4.78 Lakh,3.0,4.78,False,True,True,10,0.14218009478672985
3417,BMW 3 Series 320d,Mumbai,2010,67000,Second,22.69,1995.0,190.0,5.0,47.87 Lakh,9.25,47.87,False,False,False,15,0.4076685764654032
3418,Tata Indigo XL Classic Dicor,Delhi,2011,80000,First,23.57,1396.0,70.0,5.0,4.78 Lakh,1.2,4.78,False,False,True,14,0.050912176495545185
3419,Maruti Alto 800 LXI,Delhi,2015,61000,First,22.74,796.0,47.3,5.0,4.78 Lakh,2.15,4.78,False,True,True,10,0.09454705364995603
3420,Volkswagen Polo Diesel Highline 1.2L,Pune,2010,39000,First,22.07,1199.0,73.9,5.0,4.78 Lakh,3.05,4.78,False,False,True,15,0.13819664703217036
3421,Toyota Corolla Altis VL AT,Ahmedabad,2014,59000,First,14.28,1798.0,138.03,5.0,4.78 Lakh,11.5,4.78,False,True,False,11,0.8053221288515406
3422,Hyundai Santro Xing GLS,Hyderabad,2008,80931,First,17.92,1086.0,62.1,5.0,4.78 Lakh,2.3,4.78,False,True,True,17,0.12834821428571427
3423,Maruti Swift ZXI,Kolkata,2016,34000,First,20.4,1197.0,81.8,5.0,4.78 Lakh,4.95,4.78,False,True,True,9,0.24264705882352944
3424,Renault Scala Diesel RxL,Hyderabad,2013,130000,First,21.64,1461.0,84.8,5.0,4.78 Lakh,4.75,4.78,False,False,True,12,0.21950092421441775
3425,Maruti Vitara Brezza ZDi Plus,Coimbatore,2018,52380,First,24.3,1248.0,88.5,5.0,12.47 Lakh,10.15,12.47,False,False,True,7,0.4176954732510288
3426,Nissan Micra XV,Kolkata,2011,44000,First,18.06,1198.0,75.0,5.0,4.78 Lakh,2.65,4.78,False,True,True,14,0.14673311184939092
3427,Ford Figo Diesel EXI,Hyderabad,2015,84000,First,20.0,1399.0,68.05,5.0,4.78 Lakh,3.8,4.78,False,False,True,10,0.19
3428,Honda CR-V 2.0 AT,Kochi,2017,41697,First,13.1,1997.0,141.1,5.0,4.78 Lakh,16.68,4.78,False,True,False,8,1.2732824427480915
3429,Nissan Terrano XV 110 PS,Pune,2014,163000,First,19.01,1461.0,108.5,5.0,4.78 Lakh,5.0,4.78,False,False,True,11,0.2630194634402946
3430,Toyota Etios Liva 1.2 G,Chennai,2011,42000,Second,17.71,1197.0,78.9,5.0,6.51 Lakh,3.75,6.51,False,True,True,14,0.21174477696216826
3431,Hyundai i20 Asta 1.4 CRDi,Jaipur,2013,129000,Third,21.27,1396.0,88.76,5.0,4.78 Lakh,4.11,4.78,False,False,True,12,0.19322990126939354
3432,Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2015,32200,Second,18.16,1196.0,86.8,5.0,4.78 Lakh,4.25,4.78,False,True,True,10,0.23403083700440527
3433,Mitsubishi Pajero 2.8 GLX CRZ,Mumbai,2004,129000,First,10.5,2835.0,107.2,6.0,4.78 Lakh,3.45,4.78,False,False,True,21,0.32857142857142857
3434,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,40000,First,17.11,1968.0,174.33,5.0,4.78 Lakh,22.5,4.78,False,False,False,11,1.3150204558737582
3435,Toyota Innova 2.0 E,Delhi,2006,150000,First,12.4,1998.0,132.0,8.0,4.78 Lakh,4.5,4.78,False,True,True,19,0.3629032258064516
3436,Chevrolet Aveo U-VA 1.2 LS,Jaipur,2007,140000,First,15.26,1150.0,74.9,5.0,4.78 Lakh,0.9,4.78,False,True,True,18,0.05897771952817825
3437,Hyundai Getz GLS,Hyderabad,2006,63181,First,15.3,1341.0,83.0,5.0,4.78 Lakh,1.85,4.78,False,True,True,19,0.12091503267973856
3438,Honda Amaze S i-Dtech,Kolkata,2013,39575,First,25.8,1498.0,98.6,5.0,4.78 Lakh,3.25,4.78,False,False,True,12,0.12596899224806202
3440,Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2014,70374,First,22.7,1498.0,89.84,5.0,4.78 Lakh,7.34,4.78,False,False,True,11,0.3233480176211454
3441,Volkswagen CrossPolo 1.5 TDI,Kolkata,2015,26256,First,20.14,1498.0,88.5,5.0,4.78 Lakh,4.25,4.78,False,False,True,10,0.21102284011916583
3442,Hyundai Elite i20 Petrol Sportz,Delhi,2016,13460,First,18.6,1197.0,81.86,5.0,4.78 Lakh,6.45,4.78,False,True,True,9,0.34677419354838707
3443,Toyota Innova 2.5 V Diesel 8-seater,Chennai,2011,122000,Second,12.8,2494.0,102.0,8.0,4.78 Lakh,10.75,4.78,False,False,True,14,0.83984375
3444,Mercedes-Benz M-Class ML 250 CDI,Kolkata,2015,58589,First,15.26,2143.0,203.2,5.0,4.78 Lakh,27.75,4.78,False,False,False,10,1.8184796854521625
3445,Maruti Wagon R LX BSIII,Jaipur,2005,115000,Second,17.3,1061.0,64.0,5.0,4.78 Lakh,0.99,4.78,False,True,True,20,0.05722543352601156
3446,Ford Endeavour 2.2 Trend AT 4X2,Pune,2016,75000,First,12.62,2198.0,158.0,7.0,4.78 Lakh,24.0,4.78,False,False,False,9,1.9017432646592711
3447,Hyundai Elite i20 Petrol Sportz,Jaipur,2016,30292,First,18.6,1197.0,81.86,5.0,4.78 Lakh,6.1,4.78,False,True,True,9,0.32795698924731176
3448,Honda WRV i-VTEC VX,Ahmedabad,2017,32248,First,17.5,1199.0,88.7,5.0,10.32 Lakh,8.25,10.32,False,True,True,8,0.4714285714285714
3449,Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,74000,First,16.47,1198.0,73.9,5.0,4.78 Lakh,4.65,4.78,False,True,True,12,0.2823315118397086
3450,Honda CR-V 2.0L 2WD MT,Mumbai,2014,56100,First,13.7,1997.0,153.86,5.0,4.78 Lakh,9.75,4.78,False,True,True,11,0.7116788321167884
3451,Hyundai Grand i10 1.2 Kappa Asta,Bangalore,2014,61325,First,18.9,1197.0,81.86,5.0,8.1 Lakh,4.4,8.1,False,True,True,11,0.23280423280423285
3452,Maruti Swift Dzire VXI,Kolkata,2014,33000,First,19.1,1197.0,85.8,5.0,4.78 Lakh,3.99,4.78,False,True,True,11,0.2089005235602094
3453,BMW 5 Series 2003-2012 530d,Coimbatore,2016,18090,First,16.2,2993.0,258.0,5.0,4.78 Lakh,45.73,4.78,False,False,False,9,2.8228395061728393
3454,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,71390,First,22.7,1498.0,89.84,5.0,4.78 Lakh,5.27,4.78,False,False,True,11,0.23215859030837002
3456,Honda City i DTec V,Ahmedabad,2016,67000,First,26.0,1498.0,98.6,5.0,4.78 Lakh,7.25,4.78,False,False,True,9,0.27884615384615385
3457,Tata Indigo LS,Chennai,2008,99000,Second,17.0,1405.0,70.0,5.0,4.78 Lakh,1.6,4.78,False,False,True,17,0.09411764705882353
3458,Renault Duster 110PS Diesel RxL,Pune,2014,142000,Second,19.01,1461.0,108.45,5.0,4.78 Lakh,6.0,4.78,False,False,True,11,0.31562335612835346
3459,Hyundai i10 Sportz,Chennai,2010,26966,First,20.36,1197.0,78.9,5.0,4.78 Lakh,3.0,4.78,False,True,True,15,0.14734774066797643
3460,Honda Jazz 1.2 SV i VTEC,Mumbai,2015,27628,First,18.7,1199.0,88.7,5.0,4.78 Lakh,4.95,4.78,False,True,True,10,0.2647058823529412
3461,Maruti SX4 S Cross DDiS 200 Zeta,Hyderabad,2016,82497,First,23.65,1248.0,88.5,5.0,4.78 Lakh,8.99,4.78,False,False,True,9,0.3801268498942918
3462,Honda Accord VTi-L MT,Mumbai,2007,86000,Third,11.9,2354.0,144.0,5.0,4.78 Lakh,1.85,4.78,False,True,True,18,0.15546218487394958
3463,Volkswagen Polo Petrol Comfortline 1.2L,Coimbatore,2016,26981,First,16.47,1198.0,73.9,5.0,4.78 Lakh,6.16,4.78,False,True,True,9,0.37401335761991505
3464,Maruti Ritz VDi,Hyderabad,2010,110471,First,21.1,1248.0,73.9,5.0,4.78 Lakh,3.5,4.78,False,False,True,15,0.16587677725118483
3465,Honda Amaze S Petrol,Jaipur,2014,69000,First,19.5,1199.0,88.76,5.0,7.52 Lakh,4.5,7.52,False,True,True,11,0.23076923076923078
3466,Hyundai i20 1.2 Asta Option,Hyderabad,2017,12000,First,18.6,1197.0,81.83,5.0,4.78 Lakh,7.75,4.78,False,True,True,8,0.41666666666666663
3467,Renault Duster 85PS Diesel RxL,Hyderabad,2014,77500,First,20.45,1461.0,83.8,5.0,4.78 Lakh,6.6,4.78,False,False,True,11,0.32273838630806845
3468,Hyundai Grand i10 Magna,Kochi,2014,48031,First,18.9,1197.0,82.0,5.0,4.78 Lakh,4.98,4.78,False,True,True,11,0.26349206349206356
3469,BMW 3 Series 320d Highline,Chennai,2008,170000,Third,16.07,1995.0,181.0,5.0,4.78 Lakh,9.75,4.78,False,False,False,17,0.6067205973864344
3470,Ford Ecosport 1.5 DV5 MT Trend,Mumbai,2014,69565,First,22.7,1498.0,89.84,5.0,4.78 Lakh,5.55,4.78,False,False,True,11,0.2444933920704846
3471,Volkswagen Vento 1.5 TDI Highline AT,Hyderabad,2016,45492,First,21.5,1498.0,108.5,5.0,15.68 Lakh,10.3,15.68,False,False,False,9,0.4790697674418605
3472,Honda Accord 2.4 AT,Chennai,2011,85000,Second,11.7,2354.0,177.6,5.0,4.78 Lakh,7.5,4.78,False,True,False,14,0.6410256410256411
3473,Chevrolet Aveo 1.4,Hyderabad,2008,55902,First,14.49,1399.0,92.7,5.0,4.78 Lakh,1.8,4.78,False,True,True,17,0.12422360248447205
3474,Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,18500,First,16.2,1199.0,74.0,5.0,4.78 Lakh,6.25,4.78,False,True,True,8,0.38580246913580246
3475,Mahindra Xylo D4 BS III,Hyderabad,2015,129750,Second,14.95,2489.0,93.7,7.0,4.78 Lakh,6.8,4.78,False,False,True,10,0.4548494983277592
3476,Hyundai i10 Magna AT,Hyderabad,2009,50902,First,19.2,1197.0,80.0,5.0,4.78 Lakh,3.0,4.78,False,True,False,16,0.15625
3477,Mahindra XUV500 W8 4WD,Coimbatore,2015,84725,First,15.1,2179.0,140.0,7.0,4.78 Lakh,11.6,4.78,False,False,True,10,0.7682119205298014
3478,Hyundai Elantra CRDi SX,Mumbai,2013,40000,Second,22.7,1582.0,126.24,5.0,4.78 Lakh,6.95,4.78,False,False,True,12,0.30616740088105726
3479,Volkswagen Passat 1.8 TSI MT,Mumbai,2010,60000,Third,14.3,1798.0,160.0,5.0,4.78 Lakh,3.5,4.78,False,True,True,15,0.24475524475524474
3480,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2014,33496,First,18.9,1197.0,81.86,5.0,7.45 Lakh,5.5,7.45,False,True,True,11,0.29100529100529104
3481,Hyundai i20 Asta Option 1.2,Mumbai,2015,25000,First,18.6,1197.0,81.83,5.0,4.78 Lakh,5.65,4.78,False,True,True,10,0.30376344086021506
3482,Chevrolet Enjoy TCDi LS 8 Seater,Ahmedabad,2013,71000,First,18.2,1248.0,73.8,8.0,4.78 Lakh,3.25,4.78,False,False,True,12,0.17857142857142858
3483,Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,Coimbatore,2015,20826,First,14.3,1598.0,103.6,5.0,4.78 Lakh,7.72,4.78,False,True,False,10,0.5398601398601398
3484,Hyundai Creta 1.6 CRDi SX,Pune,2016,42244,First,19.67,1582.0,126.2,5.0,4.78 Lakh,12.0,4.78,False,False,True,9,0.6100660904931368
3485,Chevrolet Beat Diesel PS,Jaipur,2013,98598,First,25.44,936.0,57.6,5.0,4.78 Lakh,1.55,4.78,False,False,True,12,0.06092767295597484
3486,Toyota Fortuner 3.0 Diesel,Delhi,2011,62100,First,11.5,2982.0,171.0,7.0,4.78 Lakh,10.75,4.78,False,False,True,14,0.9347826086956522
3487,Hyundai i20 Sportz Option 1.2,Coimbatore,2016,44238,First,18.6,1197.0,81.83,5.0,4.78 Lakh,6.72,4.78,False,True,True,9,0.36129032258064514
3488,Audi Q7 3.0 TDI quattro,Coimbatore,2012,91743,First,12.07,2967.0,241.4,7.0,4.78 Lakh,28.55,4.78,False,False,False,13,2.365368682684341
3489,Porsche Panamera Diesel,Bangalore,2013,19828,Second,17.85,2967.0,300.0,4.0,4.78 Lakh,75.0,4.78,False,False,False,12,4.201680672268907
3490,Honda City i VTEC VX,Hyderabad,2016,36891,First,17.8,1497.0,117.3,5.0,4.78 Lakh,10.49,4.78,False,True,True,9,0.5893258426966292
3491,Mahindra Quanto C4,Hyderabad,2012,90049,First,17.21,1493.0,100.0,7.0,4.78 Lakh,3.8,4.78,False,False,True,13,0.220801859384079
3492,Audi A4 2.0 TDI Multitronic,Ahmedabad,2012,74002,First,16.55,1968.0,140.0,5.0,4.78 Lakh,18.5,4.78,False,False,False,13,1.1178247734138973
3493,Hyundai Sonata Transform 2.4 GDi AT,Kolkata,2013,41000,First,12.37,2359.0,198.25,5.0,4.78 Lakh,6.0,4.78,False,True,False,12,0.4850444624090542
3494,Hyundai Verna 1.6 SX,Hyderabad,2012,83678,First,22.32,1582.0,126.32,5.0,4.78 Lakh,5.5,4.78,False,False,True,13,0.246415770609319
